psgc_brgy,yes,no
157002047,458,166
157002048,541,200
157002049,477,148
157002050,491,54
157003001,288,158
157003002,31,209
157003003,77,103
157003004,155,28
157003005,2,367
157003006,288,198
157003007,164,101
157003008,114,160
157003009,118,75
157003010,78,86
157003012,210,306
157003013,94,76
157003014,432,319
157003015,32,134
157003016,110,227
157004001,201,37
157004002,117,137
157004003,74,39
157004004,89,57
157004005,101,14
157004006,291,243
157004007,139,11
157004008,136,201
157004009,227,41
157004010,69,28
157004011,81,17
157004012,231,27
157004013,95,102
157004014,313,49
157004015,16,11
157005001,1,131
157005004,239,598
157005010,6,435
157005012,23,476
157005016,159,1120
157005021,130,517
157005022,32,680
157005023,467,928
157005025,1,686
157006001,1,130
157006005,11,163
157006006,1,244
157006007,3,218
157006008,3,96
157006009,28,254
157006010,22,54
157006011,32,73
157006012,5,150
157006013,95,45
157006014,1,82
157006015,3,102
157006016,13,206
157006017,9,132
157006019,4,177
157006023,5,103
157006024,4,78
157006025,4,65
157006026,0,110
157006027,4,334
157006028,132,97
157006029,2,104
157006030,5,122
157006032,6,138
157006033,44,88
157006034,29,38
157006035,49,92
157006036,8,334
157006037,6,114
157006038,0,75
157006039,2,124
157007002,50,187
157007009,211,158
157007010,28,235
157007012,44,240
157007026,73,241
157007030,31,331
157007031,15,334
157007033,294,186
157007041,118,201
157007042,115,101
157007043,188,164
157007044,82,76
157007045,41,245
157007046,47,437
157007047,53,179
157007048,27,175
157007049,35,225
157007050,28,218
157007051,11,247
157007052,14,223
157008001,323,700
157008002,130,191
157009001,0,134
157009002,5,342
157009003,1,200
157009004,19,378
157009005,0,1
157009006,3,155
157009009,3,125
157009010,1,209
157009011,2,116
157009012,0,252
157009013,5,346
157009014,0,136
157009015,0,137
157009017,1,365
157009018,0,166
157009019,2,268
157009020,26,946
157009021,10,237
157009022,6,274
157010001,5,368
157010002,1,167
157010003,3,673
157010004,89,222
157010005,0,234
157010006,3,167
157010008,8,195
157010009,0,174
157010010,21,300
157010011,8,334
157010012,182,219
157010014,36,370
157010015,0,130
157010016,98,78
157010017,3,254
157010018,1,151
157010019,3,231
157010020,0,63
157010021,2,193
157010022,0,30
157010023,2,153
157011001,295,74
157011002,111,49
157011003,224,118
157011004,154,303
157011005,99,106
157011006,134,50
157011007,80,267
157011008,220,195
157011009,301,117
157011010,122,52
157011011,199,255
157011012,383,250
157011013,311,190
157011014,57,219
157011015,235,127
157011016,122,129
158401001,234,1033
158401002,39,507
158401003,26,392
158401004,27,566
158401005,24,199
158401006,81,371
158401007,28,407
158401008,27,566
158401009,61,566
158401010,334,385
158401011,13,278
158401012,46,278
158401013,21,507
158401014,1,358
158402001,8,222
158402002,13,338
158402005,105,428
158402007,207,833
158402008,149,705
158402009,779,410
158402011,160,482
158402012,10,628
158402017,426,349
158402018,105,345
158402020,120,817
158402021,147,329
158402022,8,518
158402023,53,357
158402025,4,542
158403001,154,656
158403002,45,485
158403003,69,588
158403004,118,308
158403005,22,485
158403006,142,714
158403007,199,1128
158403008,49,527
158403009,10,418
158403010,9,261
158403011,173,582
158403012,166,583
158404001,116,802
158404002,3134,528
158404003,303,423
158404004,89,597
158404005,236,436
158404006,260,249
158404007,198,207
158404008,44,756
158404009,200,569
158404010,748,270
158404011,333,431
158404013,2959,1527
158404014,719,284
158404015,288,107
158404017,103,689
158404018,50,459
158404019,467,446
158404020,345,187
158404021,497,278
158404022,414,88
158404023,1524,526
158404024,470,186
158404025,224,516
158404026,282,144
158404027,523,345
158404028,1098,126
158404029,87,467
158404030,106,324
158404031,517,57
158404032,1488,142
158404033,472,148
158404034,286,363
158404035,896,115
158404036,37,472
158405001,424,59
158405003,424,2
158405005,269,105
158405006,442,61
158405008,41,439
158405009,335,186
158405011,384,127
158405012,58,371
158405013,25,325
158405014,273,296
158405015,25,377
158405016,144,308
158405017,382,87
158405018,411,126
158405019,518,88
158405026,17,431
158405028,484,89
158406001,228,443
158406002,28,749
158406003,498,497
158406004,235,1613
158406005,116,459
158406007,190,916
158406008,7,69
158406009,643,834
158407008,138,483
158407009,388,290
158407010,230,825
158407012,2449,783
158407013,118,640
158407014,207,1188
158407015,1016,320
158407016,1359,588
158407017,708,315
158407018,12,380
158407019,286,526
158407020,1759,457
158407021,807,487
158407023,159,671
158407024,254,508
158407025,63,444
158407026,246,483
158407027,137,569
158407028,2238,1132
158407029,124,246
158407030,9,433
158407031,450,311
158407032,174,271
158407033,24,218
158408001,258,476
158408003,312,302
158408004,302,343
158408006,1485,380
158408007,290,466
158408009,1066,232
158408010,1194,163
158408012,1443,470
158408013,474,213
158408014,892,274
158408015,56,477
158408016,157,320
158408017,180,354
158408018,240,548
158408019,1425,252
158408020,1016,239
158408023,204,377
158408024,1344,404
158408026,294,253
158408027,493,306
158408028,47,711
158408029,148,371
158408030,424,158
158408031,262,360
158408033,165,234
158408034,55,397
158408035,479,202
158408036,526,244
158408037,772,503
158408038,424,290
158408039,123,243
158408040,192,373
158408041,615,64
158408042,929,299
158408043,222,486
158408044,253,261
158408051,372,224
158408052,360,198
158408053,305,366
158409001,465,181
158409002,324,257
158409003,188,246
158409004,398,151
158409005,429,220
158409006,509,207
158409007,360,196
158409008,451,187
158409009,326,343
158409010,460,217
158409011,770,341
158409012,372,142
158409013,291,143
158410002,245,308
158410003,47,203
158410004,243,782
158410005,198,260
158410006,93,436
158410008,215,452
158410009,73,154
158410010,37,359
158410012,170,320
158410013,73,349
158410014,26,304
158410017,6,205
158410022,168,348
158410023,203,709
158410025,418,480
158410028,14,257
158410029,39,269
158410030,60,906
158410031,6,268
158410032,33,306
158410034,20,224
158410036,82,240
158410042,90,391
158411001,135,453
158411002,56,541
158411003,395,218
158411004,144,416
158411005,77,313
158411006,95,284
158411007,140,429
158411008,77,475
158411009,443,124
158411010,64,304
158411011,353,268
140101001,378,56
140101002,508,57
140101003,155,77
140101004,361,31
140101005,185,19
140101006,486,53
140101007,185,91
140101008,211,50
140101009,157,43
140101010,308,59
140101011,132,26
140101012,333,24
140101013,97,36
140101014,128,19
140101015,124,38
140101016,116,33
140101017,48,19
140101018,387,20
140101019,273,23
140101020,111,91
140101021,159,39
140101022,280,29
140101023,184,52
140101024,190,74
140101025,270,7
140101026,317,2
140101027,335,0
140101028,414,8
140101029,475,4
140101030,474,25
140101031,302,9
140102001,32,41
140102002,48,26
140102003,27,39
140102004,6,58
140102005,27,19
140102006,8,38
140102007,93,47
140102008,18,66
140103001,96,67
140103002,141,61
140103003,84,39
140103004,105,9
140103005,115,28
140103006,75,42
140103007,204,107
140103008,103,27
140103009,102,57
140103010,65,4
140103011,134,85
140103012,139,65
140103013,82,69
140103014,140,29
140103016,130,19
140103017,74,11
140103018,61,35
140103019,100,9
140103020,99,33
140103021,129,59
140103022,151,72
140104001,62,18
140104002,70,27
140104003,63,46
140104004,79,12
140105001,31,19
140105002,71,34
140105003,60,12
140105004,166,39
140106001,58,15
140106003,111,14
140106004,128,41
140106005,69,16
140106006,96,40
140106007,97,26
140106008,81,23
140107001,73,33
140107002,68,14
140107003,90,20
140107004,72,65
140107005,108,34
140107006,153,24
140107007,116,32
140107008,68,2
140107009,226,47
140107010,83,27
140107011,140,32
140107012,468,35
140107013,90,17
140107014,164,23
140107015,52,29
140108002,38,41
140108003,178,64
140108004,232,68
140108005,186,61
140108006,94,77
140108007,145,102
140108008,128,69
140108009,115,35
140108010,410,163
140108011,141,63
140108012,110,60
140108013,44,39
140109001,31,8
140109002,40,56
140109003,24,18
140109004,17,37
140109005,1,1
140109006,121,75
140110001,38,31
140110002,69,28
140110003,104,21
140110004,115,67
140110005,153,62
140110006,133,12
140110007,88,35
140110008,141,68
140110009,122,83
140110010,183,57
140110011,67,25
140110012,77,14
140110013,274,17
140110014,148,26
140110015,212,135
140110016,259,80
140110017,72,58
140111002,84,56
140111004,75,91
140111005,46,20
140111006,143,53
140111007,112,48
140112001,55,24
140112004,55,8
140112005,71,30
140112006,76,47
140112007,52,9
140112008,91,65
140113001,17,24
140113002,25,27
140113003,53,13
140113004,35,27
140113005,15,26
140113006,39,21
140113007,28,32
140113008,88,30
140113009,43,13
140113010,42,53
140113011,31,14
140114001,115,77
140114002,67,45
140114003,137,59
140114005,58,20
140114006,103,63
140114007,91,36
140114008,159,40
140114009,73,33
140115001,7,35
140115002,0,31
140115003,7,35
140115004,43,1
140115005,13,44
140115006,94,2
140115007,51,3
140115008,107,15
140115009,69,5
140115010,0,52
140115011,10,19
140115012,16,26
140116002,78,19
140116003,183,32
140116004,194,120
140116005,96,12
140116006,100,7
140116007,95,27
140116008,142,21
140116011,258,154
140116012,316,86
140116013,84,14
140116014,87,23
140117001,214,37
140117002,166,81
140117003,139,62
140117004,83,47
140117005,120,39
140117006,168,13
140117007,148,39
140117008,49,60
140117009,90,33
140118001,151,64
140118002,72,38
140118004,106,19
140118005,104,57
140118007,92,47
140118008,134,14
140118009,199,33
140118010,117,9
140118011,159,47
140118012,338,42
140118013,247,36
140118014,70,12
140118016,124,46
140118018,148,12
140118019,75,13
140119002,92,72
140119003,75,40
140119004,65,44
140119005,131,52
140119006,49,12
140119007,93,38
140119008,123,81
140119009,64,15
140119010,30,30
140119011,63,23
140119012,59,32
140119014,88,53
140119015,51,19
140119016,295,49
140119017,62,18
140119018,71,45
140119019,91,35
140119020,42,18
140119021,36,17
140120001,96,25
140120002,82,24
140120003,116,44
140120004,172,63
140120005,87,49
140120006,104,40
140120007,71,20
140120008,125,31
140120009,39,66
140121001,42,22
140121002,103,34
140121003,54,16
140121004,80,51
140121007,74,16
140121008,97,26
140121010,30,16
140121012,71,41
140121013,110,40
140122001,123,49
140122002,191,77
140122003,91,5
140122004,216,46
140122005,58,14
140122006,60,46
140122007,39,9
140122008,87,0
140122009,116,15
140122010,52,25
140122011,71,17
140122012,31,0
140122013,145,25
140122014,97,14
140122015,137,21
140122016,58,10
140122017,118,31
140122018,162,42
140122019,127,40
140123001,203,53
140123002,151,24
140123003,126,48
140123004,186,27
140123005,293,85
140123006,187,68
140124001,146,32
140124002,136,70
140124003,186,54
140124004,132,41
140124005,210,43
140124006,147,41
140124007,228,52
140124008,223,50
140124009,183,57
140124010,428,49
140124011,216,77
140125001,21,76
140125002,32,94
140125003,0,38
140125004,4,42
140125005,4,35
140125006,29,123
140125007,12,55
140125008,1,20
140125009,2,54
140125010,1,45
140126001,61,30
140126002,43,37
140126003,133,7
140126004,8,58
140126005,74,11
140126006,98,20
140126007,96,20
140126008,68,11
140126009,62,9
140126010,6,18
140127001,77,27
140127002,42,21
140127003,106,56
140127004,127,15
140127005,82,12
140127006,135,24
140127007,68,23
140127008,95,33
141101001,226,183
141101002,255,179
141101003,314,66
141101004,102,132
141101005,407,87
141101006,82,115
141101007,100,206
141101008,205,156
141102001,187,7
141102002,496,65
141102003,155,3
141102004,353,87
141102005,43,2
141102006,127,5
141102007,40,3
141102008,37,1
141102010,20,1
141102011,66,3
141102012,18,6
141102013,50,3
141102016,135,1
141102017,144,9
141102018,189,2
141102019,2,0
141102022,135,2
141102023,48,1
141102025,123,3
141102026,60,4
141102028,171,5
141102029,14,0
141102030,16,0
141102034,303,12
141102035,4,0
141102036,436,56
141102037,3,3
141102038,21,0
141102040,86,1
141102041,102,0
141102042,60,2
141102043,92,3
141102045,21,2
141102046,200,0
141102047,6,0
141102049,43,4
141102050,2725,171
141102051,22,2
141102052,325,47
141102053,2,1
141102054,537,34
141102055,34,2
141102056,158,14
141102058,76,2
141102061,45,0
141102062,15,0
141102063,44,5
141102064,98,6
141102065,49,0
141102066,41,0
141102067,59,17
141102068,3,0
141102069,117,1
141102071,11,0
141102072,198,9
141102074,53,1
141102075,13,1
141102076,3,12
141102078,33,1
141102079,3,0
141102081,159,44
141102082,55,6
141102086,469,26
141102087,9,1
141102088,74,5
141102089,403,4
141102090,104,0
141102091,98,7
141102092,40,5
141102094,14,0
141102096,147,23
141102097,262,25
141102098,12,0
141102099,194,1
141102100,29,1
141102101,556,21
141102102,20,2
141102103,398,82
141102106,4,0
141102107,193,2
141102109,27,0
141102110,160,5
141102111,11,0
141102112,11,1
141102114,23,1
141102115,197,19
141102116,65,1
141102117,19,0
141102119,43,1
141102120,57,4
141102122,18,1
141102124,14,2
141102125,14,0
141102126,293,42
141102128,25,33
141102131,24,3
141102132,24,0
141102133,31,0
141102134,1,0
141102135,218,22
141102136,2,0
141102137,163,14
141102138,56,0
141102139,12,0
141102140,20,2
141102141,26,1
141102143,6,0
141102144,215,2
141102145,27,2
141102148,12,6
141102149,31,0
141102150,142,8
141102151,36,1
141102152,2,0
141102153,36,2
141102154,115,7
141102156,11,0
141102157,10,1
141102160,28,1
141102161,61,0
141103001,346,101
141103002,69,108
141103004,342,115
141103005,653,81
141103007,78,186
141103009,278,33
141103010,155,81
141104001,179,64
141104002,134,46
141104003,133,47
141104004,138,32
141104005,44,104
141104006,94,27
141104007,56,82
141104008,117,76
141104009,170,39
141104010,87,32
141105001,222,56
141105002,457,62
141105003,520,151
141105004,317,80
141105006,242,50
141105007,378,36
141105008,185,41
141105009,277,116
141105010,254,34
141105012,320,60
141105013,353,87
141105014,342,59
141105015,313,70
141105016,241,49
141106001,250,130
141106002,310,85
141106003,219,12
141106004,1073,170
141106005,180,58
141106006,512,220
141106007,411,32
141106008,515,17
141106009,776,17
141107001,105,45
141107002,27,26
141107003,486,69
141107004,188,119
141107005,155,101
141107009,112,17
141107010,79,72
141107012,267,10
141107013,57,14
141107014,4,118
141107016,158,73
141107017,224,14
141107018,45,96
141108001,210,78
141108002,92,110
141108003,45,58
141108004,149,23
141108006,193,76
141108008,310,70
141108009,213,105
141108010,50,135
141108011,296,53
141108013,230,63
141108014,299,31
141108015,184,125
141108016,136,33
141108017,222,193
141108018,271,83
141109001,1,151
141109002,102,187
141109003,372,140
141109004,114,101
141109005,186,271
141109006,421,199
141109007,1,364
141110001,167,13
141110002,199,41
141110003,224,12
141110004,195,21
141110005,102,2
141110006,238,20
141110007,170,39
141110008,49,1
141110009,19,1
141110010,325,9
141110011,133,59
141110012,68,7
141110013,190,29
141110014,386,71
141110015,593,17
141110016,208,74
141111001,108,33
141111002,193,38
141111003,337,48
141111004,307,59
141111005,229,29
141111006,184,33
141111008,178,5
141111009,431,33
141111010,14,0
141111011,142,21
141111012,125,24
141111013,333,26
141112002,91,87
141112003,72,21
141112004,182,55
141112005,128,32
141112006,274,87
141112007,129,114
141112010,23,109
141112011,343,89
141113001,82,346
141113002,153,128
141113003,52,70
141113004,390,50
141113006,248,38
141113007,308,91
141113008,121,92
141113009,152,89
141113010,110,161
141113011,243,56
141113012,111,124
141113013,479,115
141113014,132,20
141114001,501,119
141114002,131,69
141114003,194,119
141114004,107,92
141114005,333,42
141114006,397,41
141114007,99,54
141114008,127,101
142701001,283,82
142701002,66,105
142701003,87,72
142701004,71,172
142701005,315,76
142701007,3,129
142701009,7,246
142701010,104,118
142701011,108,29
142701013,145,81
142701016,337,42
142701017,274,90
142701018,73,56
142701021,131,119
142701022,117,82
142701023,181,24
142701024,249,81
142701025,1,147
142702001,90,93
142702004,60,127
142702010,50,75
142702011,238,106
142702018,110,165
142702019,381,101
142702020,78,135
142702021,131,95
142702022,140,68
142703001,82,25
142703004,183,113
142703005,46,30
142703008,39,62
142703009,268,149
142703011,183,74
142703012,72,56
142703013,44,43
142703014,165,87
142703015,96,74
142703017,109,43
142703018,47,22
142703020,131,47
142703021,209,137
142704001,11,130
142704003,25,7
142704005,265,87
142704006,171,40
142704008,15,81
142704009,133,56
142704010,273,36
142704011,96,9
142704013,12,100
142704014,49,17
142704016,8,102
142704018,47,78
